STATIONS_ID	NAME	FEDERAL_STATE
07431	Oberhaching-Laufzorn	Bayern
07432	Wittingen-Vorhop	Niedersachsen
10510	Winterbach/Remstal	Baden-Württemberg
13667	Freiburg-Mitte	Baden-Württemberg
13670	Duisburg-Baerl	Nordrhein-Westfalen
13674	Waibstadt	Baden-Württemberg
13675	Hameln-Hastenbeck	Niedersachsen
13676	Langquaid-Oberschneidhart	Bayern
13693	Gütersloh/Ems	Nordrhein-Westfalen
13696	Waltrop-Abdinghof	Nordrhein-Westfalen
13700	Gevelsberg-Oberbröking	Nordrhein-Westfalen
13701	Eschwege-Eltmannshausen	Hessen
13710	Landshut-Reithof	Bayern
13711	Krölpa-Rockendorf	Thüringen
13713	Meinerzhagen-Redlendorf	Nordrhein-Westfalen
13776	Hildesheim-Drispenstedt	Niedersachsen
13777	Helmstedt-Emmerstedt	Niedersachsen
13876	Altenberg-Raupennest	Sachsen
13886	Pößneck	Thüringen
13900	Soden,Bad-Salmünster (Kläranlage)	Hessen
13901	Haltern (Wasserwerk)	Nordrhein-Westfalen
13904	Nordseeboje 2	Hamburg
13932	Rotthalmünster (Landwirtschaftsamt)	Bayern
13952	Arnsberg-Müschede	Nordrhein-Westfalen
13965	Balingen-Bronnhaupten	Baden-Württemberg
14003	Kaufbeuren (Flugplatz)	Bayern
14311	Hersdorf-Weißenseifen	Rheinland-Pfalz
15000	Aachen-Orsbach	Nordrhein-Westfalen
15044	Neuwied-Feldkirchen-Hüllenberg	Rheinland-Pfalz
15120	Haaren	Nordrhein-Westfalen
15122	Ergersheim-Neuherberg	Bayern
15189	Sukow-Levitzow	Mecklenburg-Vorpommern
15190	Xanten (Wasserwerk)	Nordrhein-Westfalen
15200	Wuppertal	Nordrhein-Westfalen
15207	Schauenburg-Elgershausen	Hessen
15214	Halblech-Bayerniederhofen	Bayern
15444	Ulm-Mähringen	Baden-Württemberg
15520	Frasdorf-Greimelberg	Bayern
15526	Hamburg (Deutsche Seewarte)	Hamburg
15547	Heilbronn/Neckar	Baden-Württemberg
15555	Kaufbeuren-Oberbeuren	Bayern
15801	Hinterschmiding-Sonndorf	Bayern
15813	Lingen-Baccum	Niedersachsen
15911	Großpostwitz-Denkwitz	Sachsen
15926	Fronberg (Schwandorf)	Bayern
15951	Pirmasens (Kläranlage)	Rheinland-Pfalz
15963	St. Tönis	Nordrhein-Westfalen
15964	Krefeld-Mitte	Nordrhein-Westfalen
15965	Brückenau, Bad (Elisabethenhof)	Bayern
15976	Ober-Olm/Bellem	Rheinland-Pfalz
15978	Sembach	Rheinland-Pfalz
15979	Sargenroth	Rheinland-Pfalz
16085	Leherheide	Bremen
19087	Freyung vorm Wald	Bayern
19171	Hasenkrug-Hardebek	Schleswig-Holstein
19172	Wacken	Schleswig-Holstein
19207	Gülzow-Prüzen	Mecklenburg-Vorpommern
19243	Föhr	Schleswig-Holstein
19317	Oberschleißheim/Flugplatz	Bayern
19318	Schmalkalden	Thüringen
19364	Schmiedefeld/Rennsteig	Thüringen
19378	Finsterbergen	Thüringen
19433	Liebenstein, Bad	Thüringen
19510	Lucka	Thüringen
19576	Reinheim-Hundertmorgen	Hessen
19579	Bonndorf	Baden-Württemberg
19580	Urach, Bad/Erms	Baden-Württemberg
19581	Enzklösterle/Schwarzwald	Baden-Württemberg
19582	Königsfeld	Baden-Württemberg
19607	Cämmerswalde-Rauschenbach	Sachsen
19617	Burghaslach	Bayern
19631	Salzungen	Thüringen
19647	Eberbach/Neckar	Baden-Württemberg
19774	Nordhausen (Umspannwerk)	Thüringen
19781	Ingolstadt	Bayern
19794	Amberg (Mariahilfberg)	Bayern
19911	Gerstungen/Thüringen	Thüringen
