name,theme,product_code,ages,piece_count,vip_points,price,dimension_1,dimension_2,dimension_3,url,date
Stadt der Laternen,Monkie Kid™,80036,9+,2187,1050,139.99,NA,NA,NA,/de-de/product/the-city-of-lanterns-80036,2022-09-19
Monkie Kids Hubschrauberdrohne,Monkie Kid™,80023,10+,1462,975,129.99,NA,NA,NA,/de-de/product/monkie-kid-s-team-dronecopter-80023,2022-09-19
Hauptquartier der Spider Queen,Monkie Kid™,80022,9+,1170,750,99.99,NA,NA,NA,/de-de/product/spider-queen-s-arachnoid-base-80022,2022-09-19
Monkie Kids Teamtransporter,Monkie Kid™,80038,9+,1406,750,99.99,NA,NA,NA,/de-de/product/monkie-kid-s-team-van-80038,2022-09-19
Monkie Kids™ Entdeckerraumschiff,Monkie Kid™,80035,9+,1356,750,99.99,NA,NA,NA,/de-de/product/monkie-kid-s-galactic-explorer-80035,2022-09-19
Nezhas Feuerreifen,Monkie Kid™,80034,8+,929,600,79.99,NA,NA,NA,/de-de/product/nezha-s-fire-ring-80034,2022-09-19
Monkie Kids Löwenwächter,Monkie Kid™,80021,8+,774,525,69.99,NA,NA,NA,/de-de/product/monkie-kid-s-lion-guardian-80021,2022-09-19
Mech von Evil Macaque,Monkie Kid™,80033,8+,893,487,64.99,NA,NA,NA,/de-de/product/evil-macaque-s-mech-80033,2022-09-19
Drache des Ostens,Monkie Kid™,80037,8+,880,450,59.99,NA,NA,NA,/de-de/product/dragon-of-the-east-80037,2022-09-19
Chang‘es Mondkuchenfabrik,Monkie Kid™,80032,8+,609,375,49.99,NA,NA,NA,/de-de/product/chang-e-moon-cake-factory-80032,2022-09-19
Monkie Kids Wolken-Jet,Monkie Kid™,80008,8+,529,375,49.99,NA,NA,NA,/de-de/product/monkie-kid-s-cloud-jet-80008,2022-09-19
Pigsys Nudelwagen,Monkie Kid™,80026,8+,662,375,49.99,"H: 8"" (20cm)","B: 10"" (25cm)","T: 8"" (18cm)",/de-de/product/pigsy-s-noodle-tank-80026,2022-09-19
Supermeca de Carga de Sandy,Monkie Kid™,80025,8+,520,337,44.99,"H: 8"" (18cm)","B: 8"" (19cm)","T: 5"" (12cm)",/de-de/product/sandy-s-power-loader-mech-80025,2022-09-19
Jet des weißen Drachenpferds,Monkie Kid™,80020,7+,565,300,39.99,NA,NA,NA,/de-de/product/white-dragon-horse-jet-80020,2022-09-19
Meis Drachenauto,Monkie Kid™,80031,7+,456,300,39.99,NA,NA,NA,/de-de/product/mei-s-dragon-car-80031,2022-09-19
Monkie Kids magische Maschinen,Monkie Kid™,80030,5+,309,262,34.99,NA,NA,NA,/de-de/product/monkie-kid-s-staff-creations-80030,2022-09-19
Ferngesteuertes Monkie Kids Rennen,Monkie Kid™,40472,6+,57,97,12.99,NA,NA,NA,/de-de/product/monkie-kid-s-rc-race-40472,2022-09-19
Schlüsselanhänger mit Red Son,Monkie Kid™,854086,6+,NA,22,4.99,NA,NA,NA,/de-de/product/red-son-keyring-854086,2022-09-19
Monkey King Mech,Monkie Kid™,80012,10+,1629,975,129.99,NA,NA,NA,/de-de/product/monkey-king-warrior-mech-80012,2022-09-19
Bone Demon,Monkie Kid™,80028,9+,1375,750,99.99,"H: 16"" (40cm)","B: 12"" (29cm)","T: 7"" (16cm)",/de-de/product/the-bone-demon-80028,2022-09-19
Red Sons Inferno-Jet,Monkie Kid™,80019,7+,299,225,29.99,NA,NA,NA,/de-de/product/red-son-s-inferno-jet-80019,2022-09-19
Die Gärten von NINJAGO® City,NINJAGO®,71741,14+,5686,2625,349.99,"H: 29"" (73cm)","B: 13"" (33cm)","T: 18"" (44cm)",/de-de/product/ninjago-city-gardens-71741,2022-09-19
Lloyds Ultragolddrache,NINJAGO®,71774,9+,989,1125,149.99,NA,NA,NA,/de-de/product/lloyd-s-golden-ultra-dragon-71774,2022-09-19
Wassersegler,NINJAGO®,71756,9+,1159,1125,149.99,NA,NA,NA,/de-de/product/hydro-bounty-71756,2022-09-19
Nyas Samurai-X-Mech,NINJAGO®,71775,10+,1003,900,119.99,NA,NA,NA,/de-de/product/nya-s-samurai-x-mech-71775,2022-09-19
Tempel des unendlichen Ozeans,NINJAGO®,71755,9+,1060,825,109.99,NA,NA,NA,/de-de/product/temple-of-the-endless-sea-71755,2022-09-19
Kais Golddrachen-Raider,NINJAGO®,71773,8+,624,750,99.99,NA,NA,NA,/de-de/product/kai-s-golden-dragon-raider-71773,2022-09-19
Ninja-Dojotempel,NINJAGO®,71767,8+,1394,750,99.99,NA,NA,NA,/de-de/product/ninja-dojo-temple-71767,2022-09-19
Ultrakombi-Ninja-Mech,NINJAGO®,71765,9+,1104,750,99.99,NA,NA,NA,/de-de/product/ninja-ultra-combo-mech-71765,2022-09-19
Der Tempel des Kristallkönigs,NINJAGO®,71771,8+,703,600,79.99,NA,NA,NA,/de-de/product/the-crystal-king-temple-71771,2022-09-19
Wasserdrache,NINJAGO®,71754,9+,737,600,79.99,NA,NA,NA,/de-de/product/water-dragon-71754,2022-09-19
Duell der Katamarane,NINJAGO®,71748,9+,780,525,69.99,NA,NA,NA,/de-de/product/catamaran-sea-battle-71748,2022-09-19
Der Kristallkönig,NINJAGO®,71772,9+,722,487,64.99,NA,NA,NA,/de-de/product/the-crystal-king-71772,2022-09-19
Lloyds legendärer Drache,NINJAGO®,71766,8+,747,487,64.99,NA,NA,NA,/de-de/product/lloyd-s-legendary-dragon-71766,2022-09-19
Das Dorf der Wächter,NINJAGO®,71747,8+,632,375,49.99,NA,NA,NA,/de-de/product/the-keepers-village-71747,2022-09-19
Jays und Nyas Rennwagen EVO,NINJAGO®,71776,7+,536,375,49.99,NA,NA,NA,/de-de/product/jay-and-nya-s-race-car-evo-71776,2022-09-19
X-1 Ninja Supercar,NINJAGO®,71737,8+,599,375,49.99,NA,NA,NA,/de-de/product/x-1-ninja-charger-71737,2022-09-19
Coles Drachen-Flitzer,NINJAGO®,71769,8+,384,337,44.99,NA,NA,NA,/de-de/product/cole-s-dragon-cruiser-71769,2022-09-19
Drachentempel,NINJAGO®,71759,4+,161,337,44.99,NA,NA,NA,/de-de/product/ninja-dragon-temple-71759,2022-09-19
Coles Felsenbrecher,NINJAGO®,71736,8+,449,300,39.99,NA,NA,NA,/de-de/product/boulder-blaster-71736,2022-09-19
Flug mit dem Ninja-Flugsegler,NINJAGO®,71749,4+,147,300,39.99,NA,NA,NA,/de-de/product/final-flight-of-destiny-s-bounty-71749,2022-09-19
Ninja-Trainingszentrum,NINJAGO®,71764,7+,524,300,39.99,NA,NA,NA,/de-de/product/ninja-training-centre-71764,2022-09-19
Der Drache des Overlord,NINJAGO®,71742,7+,372,225,29.99,NA,NA,NA,/de-de/product/overlord-dragon-71742,2022-09-19
Kais Feuerdrache EVO,NINJAGO®,71762,6+,204,225,29.99,NA,NA,NA,/de-de/product/kai-s-fire-dragon-evo-71762,2022-09-19
Lloyds Rennwagen EVO,NINJAGO®,71763,6+,279,225,29.99,NA,NA,NA,/de-de/product/lloyd-s-race-car-evo-71763,2022-09-19
Zanes Golddrachen-Jet,NINJAGO®,71770,7+,258,225,29.99,NA,NA,NA,/de-de/product/zane-s-golden-dragon-jet-71770,2022-09-19
Jays Donnerdrache EVO,NINJAGO®,71760,6+,140,150,19.99,NA,NA,NA,/de-de/product/jay-s-thunder-dragon-evo-71760,2022-09-19
Jays Elektro-Mech,NINJAGO®,71740,4+,106,150,19.99,NA,NA,NA,/de-de/product/jay-s-electro-mech-71740,2022-09-19
Jays Golddrachen-Motorrad,NINJAGO®,71768,7+,137,150,19.99,NA,NA,NA,/de-de/product/jay-s-golden-dragon-motorbike-71768,2022-09-19
Lloyds Dschungel-Bike,NINJAGO®,71745,7+,183,150,19.99,NA,NA,NA,/de-de/product/lloyd-s-jungle-chopper-bike-71745,2022-09-19
Jays Spinjitzu-Ninjatraining,NINJAGO®,70690,6+,25,75,9.99,NA,NA,NA,/de-de/product/jay-s-spinjitzu-ninja-training-70690,2022-09-19
Kais Spinjitzu-Ninjatraining,NINJAGO®,70688,6+,32,75,9.99,NA,NA,NA,/de-de/product/kai-s-spinjitzu-ninja-training-70688,2022-09-19
Lloyds Dschungelräuber,NINJAGO®,71700,7+,127,75,9.99,NA,NA,NA,/de-de/product/jungle-raider-71700,2022-09-19
Lloyds Ninja-Mech,NINJAGO®,71757,4+,57,75,9.99,NA,NA,NA,/de-de/product/lloyd-s-ninja-mech-71757,2022-09-19
Lloyds Spinjitzu-Ninjatraining,NINJAGO®,70689,6+,32,75,9.99,NA,NA,NA,/de-de/product/lloyd-s-spinjitzu-ninja-training-70689,2022-09-19
Zanes Power-Up-Mech EVO,NINJAGO®,71761,6+,95,75,9.99,NA,NA,NA,/de-de/product/zane-s-power-up-mech-evo-71761,2022-09-19
Lloyd Rucksack,NINJAGO®,5007486,6+,NA,337,44.99,NA,NA,NA,/de-de/product/lloyd-future-backpack-5007486,2022-09-19
Kai,NINJAGO®,5007564,1½+,NA,240,31.99,NA,NA,NA,/de-de/product/kai-5007564,2022-09-19
Lloyd,NINJAGO®,5007556,1½-5,NA,240,31.99,NA,NA,NA,/de-de/product/lloyd-5007556,2022-09-19
LUNCH SET NINJAGO CLASSIC,NINJAGO®,5007275,4+,NA,112,14.99,NA,NA,NA,/de-de/product/lunch-set-ninjago-classic-5007275,2022-09-19
Jubiläums-Box,NINJAGO®,5007063,6+,NA,187,24.99,NA,NA,NA,/de-de/product/anniversary-box-5007063,2022-09-19
Mighty LEGO® Mechs,NINJAGO®,5007211,7+,NA,112,14.99,NA,NA,NA,/de-de/product/mighty-lego-mechs-5007211,2022-09-19
Zanes Titan-Mech,NINJAGO®,71738,9+,840,487,64.99,NA,NA,NA,/de-de/product/zane-s-titan-mech-battle-71738,2022-09-19
Battle Set: Kai vs. Skulkin,NINJAGO®,71730,6+,61,75,9.99,NA,NA,NA,/de-de/product/epic-battle-set-kai-vs-skulkin-71730,2022-09-19
Ultraschall-Raider,NINJAGO®,71739,9+,725,675,89.99,NA,NA,NA,/de-de/product/ultra-sonic-raider-71739,2022-09-19
Kais Feuerdrache,NINJAGO®,71753,8+,563,375,49.99,NA,NA,NA,/de-de/product/fire-dragon-attack-71753,2022-09-19
Dschungeldrache,NINJAGO®,71746,8+,506,300,39.99,NA,NA,NA,/de-de/product/jungle-dragon-71746,2022-09-19
Ninja-Unterwasserspeeder,NINJAGO®,71752,8+,356,300,39.99,NA,NA,NA,/de-de/product/ninja-sub-speeder-71752,2022-09-19
Turnier der Elemente,NINJAGO®,71735,6+,283,225,29.99,NA,NA,NA,/de-de/product/tournament-of-elements-71735,2022-09-19
Lloyds Hydro-Mech,NINJAGO®,71750,7+,228,150,19.99,NA,NA,NA,/de-de/product/lloyd-s-hydro-mech-71750,2022-09-19
Kais Feuer-Bike,NINJAGO®,71734,4+,54,75,9.99,NA,NA,NA,/de-de/product/kai-s-blade-cycle-71734,2022-09-19
Move Hub,Powered UP,88006,7+,1,600,79.99,NA,NA,NA,/de-de/product/move-hub-88006,2022-09-19
Technic Hub,Powered UP,88012,7+,1,600,79.99,NA,NA,NA,/de-de/product/technic-hub-88012,2022-09-19
Technic Großer Motor,Powered UP,88013,7+,1,262,34.99,NA,NA,NA,/de-de/product/technic-large-motor-88013,2022-09-19
Technic XL-Motor,Powered UP,88014,7+,1,262,34.99,NA,NA,NA,/de-de/product/technic-xl-motor-88014,2022-09-19
LEGO® Technic Mittelgroßer Winkelmotor,Powered UP,88018,6+,1,225,29.99,NA,NA,NA,/de-de/product/medium-angular-motor-88018,2022-09-19
Fernsteuerung,Powered UP,88010,7+,1,172,22.99,NA,NA,NA,/de-de/product/remote-control-88010,2022-09-19
Mittlerer Linearmotor,Powered UP,88008,7+,1,127,16.99,NA,NA,NA,/de-de/product/medium-linear-motor-88008,2022-09-19
Farb- & Abstandssensor,Powered UP,88007,7+,1,105,13.99,NA,NA,NA,/de-de/product/color-distance-sensor-88007,2022-09-19
Zugmotor,Powered UP,88011,7+,7,105,13.99,NA,NA,NA,/de-de/product/train-motor-88011,2022-09-19
Licht,Powered UP,88005,7+,1,75,9.99,NA,NA,NA,/de-de/product/light-88005,2022-09-19
Batteriebox,Powered UP,88015,7+,1,262,34.99,NA,NA,NA,/de-de/product/battery-box-88015,2022-09-19
Hub,Powered UP,88009,7+,1,375,49.99,NA,NA,NA,/de-de/product/hub-88009,2022-09-19
Identity and Landscape Set,SERIOUS PLAY®,2000430,6+,2808,5250,699.99,NA,NA,NA,/de-de/product/identity-and-landscape-kit-2000430,2022-09-19
Connections Kit,SERIOUS PLAY®,2000431,6+,2455,4200,559.99,NA,NA,NA,/de-de/product/connections-kit-2000431,2022-09-19
Window Exploration Bag,SERIOUS PLAY®,2000409,6+,5100,2700,359.99,NA,NA,NA,/de-de/product/window-exploration-bag-2000409,2022-09-19
Starter Set,SERIOUS PLAY®,2000414,6+,234,187,24.99,NA,NA,NA,/de-de/product/starter-kit-2000414,2022-09-19
007 Aston Martin DB5,Speed Champions,76911,8+,298,187,24.99,NA,NA,NA,/de-de/product/007-aston-martin-db5-76911,2022-09-19
Fast & Furious 1970 Dodge Charger R/T,Speed Champions,76912,8+,345,187,24.99,NA,NA,NA,/de-de/product/fast-furious-1970-dodge-charger-r-t-76912,2022-09-19
Mopar Dodge//SRT Dragster & 1970 Dodge Challenger,Speed Champions,76904,8+,627,450,59.99,NA,NA,NA,/de-de/product/mopar-dodge-srt-top-fuel-dragster-and-1970-dodge-challenger-t-a-76904,2022-09-19
Aston Martin Valkyrie AMR Pro & Aston Martin Vantage GT3,Speed Champions,76910,9+,592,337,44.99,NA,NA,NA,/de-de/product/aston-martin-valkyrie-amr-pro-and-aston-martin-vantage-gt3-76910,2022-09-19
Mercedes-AMG F1 W12 E Performance & Mercedes-AMG Project One,Speed Champions,76909,9+,564,337,44.99,NA,NA,NA,/de-de/product/mercedes-amg-f1-w12-e-performance-mercedes-amg-project-one-76909,2022-09-19
Chevrolet Corvette C8.R & 1969 Chevrolet Corvette,Speed Champions,76903,8+,512,300,39.99,NA,NA,NA,/de-de/product/chevrolet-corvette-c8-r-race-car-and-1969-chevrolet-corvette-76903,2022-09-19
1970 Ferrari 512 M,Speed Champions,76906,8+,291,187,24.99,NA,NA,NA,/de-de/product/1970-ferrari-512-m-76906,2022-09-19
Lamborghini Countach,Speed Champions,76908,8+,262,187,24.99,NA,NA,NA,/de-de/product/lamborghini-countach-76908,2022-09-19
Lotus Evija,Speed Champions,76907,8+,247,187,24.99,NA,NA,NA,/de-de/product/lotus-evija-76907,2022-09-19
Koenigsegg Jesko,Speed Champions,76900,7+,280,150,19.99,NA,NA,NA,/de-de/product/koenigsegg-jesko-76900,2022-09-19
McLaren Elva,Speed Champions,76902,7+,263,150,19.99,NA,NA,NA,/de-de/product/mclaren-elva-76902,2022-09-19
Toyota GR Supra,Speed Champions,76901,7+,299,150,19.99,NA,NA,NA,/de-de/product/toyota-gr-supra-76901,2022-09-19
Ford GT Heritage Edition und Bronco R,Speed Champions,76905,8+,660,375,49.99,NA,NA,NA,/de-de/product/ford-gt-heritage-edition-and-bronco-r-76905,2022-09-19
Spider-Mans und Green Goblins Mech-Duell,Spider-Man,76219,7+,296,150,19.99,NA,NA,NA,/de-de/product/spider-man-green-goblin-mech-battle-76219,2022-09-19
Die Justifier™,Star Wars™,75323,9+,1022,1275,169.99,NA,NA,NA,/de-de/product/the-justifier-75323,2022-09-19
AT-TE™ Walker,Star Wars™,75337,9+,1082,1050,139.99,NA,NA,NA,/de-de/product/at-te-walker-75337,2022-09-19
BD-1™,Star Wars™,75335,14+,1062,750,99.99,NA,NA,NA,/de-de/product/bd-1-75335,2022-09-19
Die Scythe™ – Transportschiff des Großinquisitors,Star Wars™,75336,9+,924,750,99.99,NA,NA,NA,/de-de/product/inquisitor-transport-scythe-75336,2022-09-19
Überfall auf Ferrix™,Star Wars™,75338,9+,679,600,79.99,NA,NA,NA,/de-de/product/ambush-on-ferrix-75338,2022-09-19
Obi-Wan Kenobi™ vs. Darth Vader™,Star Wars™,75334,8+,408,375,49.99,NA,NA,NA,/de-de/product/obi-wan-kenobi-vs-darth-vader-75334,2022-09-19
AT-ST™,Star Wars™,75332,4+,87,262,34.99,NA,NA,NA,/de-de/product/at-st-75332,2022-09-19
LEGO® Star Wars™ Adventskalender,Star Wars™,75340,6+,329,262,34.99,NA,NA,NA,/de-de/product/lego-star-wars-advent-calendar-75340,2022-09-19
Obi-Wan Kenobis Jedi Starfighter™,Star Wars™,75333,7+,282,262,34.99,NA,NA,NA,/de-de/product/obi-wan-kenobi-s-jedi-starfighter-75333,2022-09-19
AT-AT™,Star Wars™,75313,18+,6785,6375,849.99,"H: 25"" (62cm)","B: 10"" (24cm)","T: 28"" (69cm)",/de-de/product/at-at-75313,2022-09-19
Millennium Falcon™,Star Wars™,75192,16+,7541,6375,849.99,NA,NA,NA,/de-de/product/millennium-falcon-75192,2022-09-19
Mos Eisley Cantina™,Star Wars™,75290,18+,3187,3000,399.99,"H: 8"" (19cm)","B: 21"" (52cm)","T: 23"" (58cm)",/de-de/product/mos-eisley-cantina-75290,2022-09-19
Republic Gunship™,Star Wars™,75309,18+,3292,3000,399.99,"H: 13"" (33cm)","B: 30"" (74cm)","T: 27"" (68cm)",/de-de/product/republic-gunship-75309,2022-09-19
Luke Skywalker’s Landspeeder™,Star Wars™,75341,18+,1890,1800,239.99,"H: 4"" (10cm)","B: 12"" (30cm)","T: 20"" (49cm)",/de-de/product/luke-skywalker-s-landspeeder-75341,2022-09-19
R2-D2™,Star Wars™,75308,18+,2314,1800,239.99,"H: 13"" (31cm)","B: 8"" (19cm)","T: 6"" (15cm)",/de-de/product/r2-d2-75308,2022-09-19
Imperialer Sternzerstörer™,Star Wars™,75252,16+,4784,5250,699.99,NA,NA,NA,/de-de/product/imperial-star-destroyer-75252,2022-09-19
Imperialer Suchdroide,Star Wars™,75306,18+,683,525,69.99,NA,NA,NA,/de-de/product/imperial-probe-droid-75306,2022-09-19
AT-AT™,Star Wars™,75288,10+,1267,1275,169.99,NA,NA,NA,/de-de/product/at-at-75288,2022-09-19
Millennium Falcon™,Star Wars™,75257,9+,1353,1275,169.99,NA,NA,NA,/de-de/product/millennium-falcon-75257,2022-09-19
Imperial Light Cruiser™,Star Wars™,75315,10+,1336,1200,159.99,NA,NA,NA,/de-de/product/imperial-light-cruiser-75315,2022-09-19
The Mandalorian™ – Transporter des Kopfgeldjägers,Star Wars™,75292,10+,1023,1050,139.99,NA,NA,NA,/de-de/product/the-razor-crest-75292,2022-09-19
Yoda™,Star Wars™,75255,10+,1771,900,119.99,NA,NA,NA,/de-de/product/yoda-75255,2022-09-19
Angriffsshuttle aus The Bad Batch™,Star Wars™,75314,9+,969,750,99.99,"H: 8"" (20cm)","B: 6"" (13cm)","T: 10"" (25cm)",/de-de/product/the-bad-batch-attack-shuttle-75314,2022-09-19
Boba Fetts Thronsaal,Star Wars™,75326,9+,732,750,99.99,NA,NA,NA,/de-de/product/boba-fett-s-throne-room-75326,2022-09-19
Das Kind,Star Wars™,75318,10+,1073,675,89.99,NA,NA,NA,/de-de/product/the-child-75318,2022-09-19
Jedi™ Training auf Dagobah™ – Diorama,Star Wars™,75330,18+,1000,675,89.99,NA,NA,NA,/de-de/product/dagobah-jedi-training-diorama-75330,2022-09-19
Müllpresse im Todesstern™ – Diorama,Star Wars™,75339,18+,802,675,89.99,NA,NA,NA,/de-de/product/death-star-trash-compactor-diorama-75339,2022-09-19
Darth Vader™ Helm,Star Wars™,75304,18+,834,600,79.99,NA,NA,NA,/de-de/product/darth-vader-helmet-75304,2022-09-19
Imperial Shuttle™,Star Wars™,75302,9+,660,600,79.99,NA,NA,NA,/de-de/product/imperial-shuttle-75302,2022-09-19
Dark Trooper™ Helm,Star Wars™,75343,18+,693,525,69.99,NA,NA,NA,/de-de/product/dark-trooper-helmet-75343,2022-09-19
Death Star™ Trench Run Diorama,Star Wars™,75329,18+,665,525,69.99,NA,NA,NA,/de-de/product/death-star-trench-run-diorama-75329,2022-09-19
Helm von Luke Skywalker™ (Rot Fünf),Star Wars™,75327,18+,675,525,69.99,NA,NA,NA,/de-de/product/luke-skywalker-red-five-helmet-75327,2022-09-19
Mandalorian Starfighter™,Star Wars™,75316,9+,544,525,69.99,NA,NA,NA,/de-de/product/mandalorian-starfighter-75316,2022-09-19
Mandalorianer Helm,Star Wars™,75328,18+,584,525,69.99,NA,NA,NA,/de-de/product/the-mandalorian-helmet-75328,2022-09-19
Der N-1 Starfighter des Mandalorianers,Star Wars™,75325,9+,412,487,64.99,NA,NA,NA,/de-de/product/the-mandalorian-s-n-1-starfighter-75325,2022-09-19
AT-ST™ auf Hoth,Star Wars™,75322,9+,586,375,49.99,NA,NA,NA,/de-de/product/hoth-at-st-75322,2022-09-19
Boba Fetts Starship™,Star Wars™,75312,9+,593,375,49.99,NA,NA,NA,/de-de/product/boba-fett-s-starship-75312,2022-09-19
Luke Skywalkers X-Wing Fighter™,Star Wars™,75301,9+,474,375,49.99,NA,NA,NA,/de-de/product/luke-skywalker-s-x-wing-fighter-75301,2022-09-19
Imperial TIE Fighter™,Star Wars™,75300,8+,432,337,44.99,NA,NA,NA,/de-de/product/imperial-tie-fighter-75300,2022-09-19
Republic Fighter Tank™,Star Wars™,75342,7+,262,337,44.99,NA,NA,NA,/de-de/product/republic-fighter-tank-75342,2022-09-19
Angriff der Dark Trooper™,Star Wars™,75324,8+,166,262,34.99,NA,NA,NA,/de-de/product/dark-trooper-attack-75324,2022-09-19
Clone Troopers™ der 501. Legion,Star Wars™,75280,7+,285,225,29.99,NA,NA,NA,/de-de/product/501st-legion-clone-troopers-75280,2022-09-19
Ärger auf Tatooine™,Star Wars™,75299,7+,276,225,29.99,NA,NA,NA,/de-de/product/trouble-on-tatooine-75299,2022-09-19
Duell auf Mandalore™,Star Wars™,75310,7+,147,150,19.99,NA,NA,NA,/de-de/product/duel-on-mandalore-75310,2022-09-19
LEGO® Brick Sketches™ Stormtrooper™,Star Wars™,40391,8+,151,90,19.99,NA,NA,NA,/de-de/product/first-order-stormtrooper-40391,2022-09-19
Resistance X-Wing™,Star Wars™,75297,4+,60,150,19.99,NA,NA,NA,/de-de/product/resistance-x-wing-75297,2022-09-19
Snowtrooper™ Battle Pack,Star Wars™,75320,6+,105,150,19.99,NA,NA,NA,/de-de/product/snowtrooper-battle-pack-75320,2022-09-19
BB-8™,Star Wars™,40431,8+,171,76,16.99,NA,NA,NA,/de-de/product/brick-sketches-bb-8-40431,2022-09-19
Verteidigung von Hoth™,Star Wars™,40557,6+,64,112,14.99,NA,NA,NA,/de-de/product/defence-of-hoth-40557,2022-09-19
Millennium Falcon™ Microfighter,Star Wars™,75295,6+,101,75,9.99,NA,NA,NA,/de-de/product/millennium-falcon-microfighter-75295,2022-09-19
Razor Crest™ Microfighter,Star Wars™,75321,6+,98,75,9.99,NA,NA,NA,/de-de/product/the-razor-crest-microfighter-75321,2022-09-19
Chewbacca™ Weihnachtsplüschfigur,Star Wars™,5007464,1½+,NA,270,35.99,NA,NA,NA,/de-de/product/chewbacca-holiday-plush-5007464,2022-09-19
Darth Vader™ Weihnachtsplüschfigur,Star Wars™,5007462,1½+,NA,270,35.99,NA,NA,NA,/de-de/product/darth-vader-holiday-plush-5007462,2022-09-19
Darth Vader™ Plüschfigur,Star Wars™,5007136,6+,NA,202,26.99,NA,NA,NA,/de-de/product/darth-vader-plush-5007136,2022-09-19
Sturmtruppler-Weihnachtsplüschfigur,Star Wars™,5007463,1½-5,NA,270,35.99,NA,NA,NA,/de-de/product/stormtrooper-holiday-plush-5007463,2022-09-19
Yoda™ Weihnachtsplüschfigur,Star Wars™,5007461,1½+,NA,270,35.99,NA,NA,NA,/de-de/product/yoda-holiday-plush-5007461,2022-09-19
Yoda™ Plüschfigur,Star Wars™,5006623,6+,NA,225,29.99,NA,NA,NA,/de-de/product/yoda-plush-5006623,2022-09-19
Build Your Own Adventure,Star Wars™,5006812,6+,NA,150,19.99,NA,NA,NA,/de-de/product/build-your-own-adventure-5006812,2022-09-19
Darth Vader™ Schlüsselleuchte,Star Wars™,5007290,6+,NA,112,14.99,NA,NA,NA,/de-de/product/darth-vader-key-light-5007290,2022-09-19
Sturmtruppler-Schlüsselleuchte,Star Wars™,5007291,6+,NA,112,14.99,NA,NA,NA,/de-de/product/stormtrooper-key-light-5007291,2022-09-19
Grogu™ Schlüsselleuchte,Star Wars™,5006860,6+,NA,97,12.99,NA,NA,NA,/de-de/product/grogu-key-light-5006860,2022-09-19
Boba Fett™ Notizbuch,Star Wars™,5007227,6+,NA,75,9.99,NA,NA,NA,/de-de/product/boba-fett-notebook-5007227,2022-09-19
Grogu-Taschenanhänger,Star Wars™,5006855,6+,NA,60,7.99,NA,NA,NA,/de-de/product/grogu-bag-tag-5006855,2022-09-19
Mandalorianer-Taschenanhänger,Star Wars™,5007138,6+,NA,52,6.99,NA,NA,NA,/de-de/product/the-mandalorian-bag-tag-5007138,2022-09-19
Ahsoka Tano™ Schlüsselanhänger,Star Wars™,854186,6+,NA,45,5.99,NA,NA,NA,/de-de/product/ahsoka-tano-key-chain-854186,2022-09-19
Darth Maul Schlüsselanhänger,Star Wars™,854188,6+,NA,45,5.99,NA,NA,NA,/de-de/product/darth-maul-keyring-854188,2022-09-19
Scout Trooper™ Helm,Star Wars™,75305,18+,471,375,49.99,NA,NA,NA,/de-de/product/scout-trooper-helmet-75305,2022-09-19
Kommandostation der Clone Trooper™,Star Wars™,40558,6+,66,112,14.99,NA,NA,NA,/de-de/product/clone-trooper-command-station-40558,2022-09-19
Darth Vader™ Meditationskammer,Star Wars™,75296,18+,663,525,69.99,NA,NA,NA,/de-de/product/darth-vader-meditation-chamber-75296,2022-09-19
Boba Fett™ Helm,Star Wars™,75277,18+,625,450,59.99,NA,NA,NA,/de-de/product/boba-fett-helmet-75277,2022-09-19
Armored Assault Tank (AAT™),Star Wars™,75283,7+,286,300,39.99,NA,NA,NA,/de-de/product/armored-assault-tank-aat-75283,2022-09-19
Imperialer Marauder,Star Wars™,75311,8+,478,300,39.99,NA,NA,NA,/de-de/product/imperial-armored-marauder-75311,2022-09-19
Die mandalorianische Schmiede der Waffenschmiedin,Star Wars™,75319,8+,258,225,29.99,NA,NA,NA,/de-de/product/the-armorer-s-mandalorian-forge-75319,2022-09-19
AT-AT™ vs. Tauntaun™ Microfighters,Star Wars™,75298,6+,205,150,19.99,NA,NA,NA,/de-de/product/at-at-vs-tauntaun-microfighters-75298,2022-09-19
"Die Skywalker Saga Deluxe Edition – Xbox Series X|S, Xbox One™",Star Wars™,5006340,12+,NA,525,69.99,NA,NA,NA,/de-de/product/the-skywalker-saga-deluxe-edition-xbox-series-x-s-xbox-one-5006340,2022-09-19
Die Skywalker Saga Deluxe Edition – Nintendo Switch™,Star Wars™,5006342,12+,NA,525,69.99,NA,NA,NA,/de-de/product/the-skywalker-saga-deluxe-edition-nintendo-switch-5006342,2022-09-19
Die Skywalker Saga Deluxe Edition – PlayStation® 4,Star Wars™,5006341,12+,NA,525,69.99,NA,NA,NA,/de-de/product/the-skywalker-saga-deluxe-edition-playstation-4-5006341,2022-09-19
Sturmtruppler-Notizbuch,Star Wars™,5007226,6+,NA,75,9.99,NA,NA,NA,/de-de/product/stormtrooper-notebook-5007226,2022-09-19
Boba-Fett™-Taschenanhänger,Star Wars™,5005818,6+,NA,60,7.99,NA,NA,NA,/de-de/product/boba-fett-bag-tag-5005818,2022-09-19
Sturmtruppler-Taschenanhänger,Star Wars™,5005825,6+,NA,60,7.99,NA,NA,NA,/de-de/product/stormtrooper-bag-tag-5005825,2022-09-19
