name,theme,product_code,ages,piece_count,vip_points,price,dimension_1,dimension_2,dimension_3,url,date
Sonic the Hedgehog™ – Green Hill Zone,Ideas,21331,18+,1125,525,69.99,"H: 7"" (17cm)","B: 15"" (36cm)","T: 3"" (6cm)",/de-de/product/sonic-the-hedgehog-green-hill-zone-21331,2022-03-22
Konzertflügel,Ideas,21323,18+,3662,2625,349.99,"H: 10"" (23cm)","B: 13"" (31cm)","T: 15"" (36cm)",/de-de/product/grand-piano-21323,2022-03-22
LEGO® Ideas Home Alone,Ideas,21330,18+,3955,1875,249.99,"H: 11"" (27cm)","B: 14"" (34cm)","T: 15"" (37cm)",/de-de/product/lego-ideas-home-alone-21330,2022-03-22
Baumhaus,Ideas,21318,16+,3036,1500,199.99,NA,NA,NA,/de-de/product/tree-house-21318,2022-03-22
Schreibmaschine,Ideas,21327,18+,2079,1500,199.99,"H: 5"" (11cm)","B: 11"" (27cm)","T: 11"" (26cm)",/de-de/product/typewriter-21327,2022-03-22
Mittelalterliche Schmiede,Ideas,21325,18+,2164,1125,149.99,"H: 11"" (27cm)","B: 11"" (27cm)","T: 9"" (21cm)",/de-de/product/medieval-blacksmith-21325,2022-03-22
123 Sesame Street,Ideas,21324,18+,NA,900,119.99,"H: 10"" (24cm)","B: 15"" (37cm)","T: 9"" (21cm)",/de-de/product/123-sesame-street-21324,2022-03-22
LEGO® NASA Apollo Saturn V,Ideas,92176,14+,1969,900,119.99,NA,NA,NA,/de-de/product/lego-nasa-apollo-saturn-v-92176,2022-03-22
LEGO® Ideas Fender® Stratocaster™,Ideas,21329,18+,1074,750,99.99,"H: 14"" (35cm)","B: 4"" (10cm)","T: 1"" (2cm)",/de-de/product/lego-ideas-fender-stratocaster-21329,2022-03-22
Central Perk,Ideas,21319,16+,1070,600,79.99,NA,NA,NA,/de-de/product/central-perk-21319,2022-03-22
Internationale Raumstation,Ideas,21321,16+,864,525,69.99,"H: 8"" (20cm)","B: 20"" (49cm)","T: 13"" (31cm)",/de-de/product/international-space-station-21321,2022-03-22
Flucht des Baryonyx,Jurassic World™,76942,8+,308,600,79.99,NA,NA,NA,/de-de/product/baryonyx-dinosaur-boat-escape-76942,2022-03-22
Verfolgung des Carnotaurus,Jurassic World™,76941,7+,240,375,49.99,NA,NA,NA,/de-de/product/carnotaurus-dinosaur-chase-76941,2022-03-22
Flucht des Stygimoloch,Jurassic World™,76939,4+,129,300,39.99,NA,NA,NA,/de-de/product/stygimoloch-dinosaur-escape-76939,2022-03-22
T. Rex-Skelett in der Fossilienausstellung,Jurassic World™,76940,7+,198,225,29.99,NA,NA,NA,/de-de/product/t-rex-dinosaur-fossil-exhibition-76940,2022-03-22
Ausbruch des T. Rex,Jurassic World™,76956,18+,1212,750,99.99,NA,NA,NA,/de-de/product/t-rex-breakout-76956,2022-03-22
T. Rex & Atrociraptor: Dinosaurier-Ausbruch,Jurassic World™,76948,8+,466,675,89.99,NA,NA,NA,/de-de/product/t-rex-atrociraptor-dinosaur-breakout-76948,2022-03-22
Quetzalcoatlus: Flugzeug-Überfall,Jurassic World™,76947,7+,306,375,49.99,NA,NA,NA,/de-de/product/quetzalcoatlus-plane-ambush-76947,2022-03-22
T. Rex Ausbruch,Jurassic World™,76944,4+,140,375,49.99,NA,NA,NA,/de-de/product/t-rex-dinosaur-breakout-76944,2022-03-22
Pyroraptor & Dilophosaurus Transport,Jurassic World™,76951,7+,254,337,44.99,NA,NA,NA,/de-de/product/pyroraptor-dilophosaurus-transport-76951,2022-03-22
Triceratops-Angriff,Jurassic World™,76950,7+,210,337,44.99,NA,NA,NA,/de-de/product/triceratops-pick-up-truck-ambush-76950,2022-03-22
Blue & Beta in der Velociraptor-Falle,Jurassic World™,76946,6+,181,225,29.99,NA,NA,NA,/de-de/product/blue-beta-velociraptor-capture-76946,2022-03-22
Atrociraptor: Motorradverfolgungsjagd,Jurassic World™,76945,6+,169,150,19.99,NA,NA,NA,/de-de/product/atrociraptor-dinosaur-bike-chase-76945,2022-03-22
Pteranodon-Jagd,Jurassic World™,76943,4+,94,150,19.99,NA,NA,NA,/de-de/product/pteranodon-chase-76943,2022-03-22
Elvis Presley – „The King“,Art,31204,18+,3445,900,119.99,NA,NA,NA,/de-de/product/elvis-presley-the-king-31204,2022-03-22
Weltkarte,Art,31203,18+,11695,1875,249.99,"H: 26"" (65cm)","B: 41"" (104cm)",NA,/de-de/product/world-map-31203,2022-03-22
Gemeinsames Kunstprojekt,Art,21226,7+,NA,900,119.99,NA,NA,NA,/de-de/product/art-project-create-together-21226,2022-03-22
Puzzle – Farbenparty (1.000 Teile),Sonstiges,5006203,9+,NA,NA,17.99,NA,NA,NA,/de-de/product/paint-party-1-000-piece-puzzle-5006203,2022-03-22
Puzzle – Weltraumhelden (1.000 Teile),Art,5007066,10+,NA,135,17.99,NA,NA,NA,/de-de/product/space-stars-1-000-piece-puzzle-5007066,2022-03-22
LEGO® Education SPIKE™ Prime-Set,LEGO® Education,45678,10+,528,3037,404.99,NA,NA,NA,/de-de/product/lego-education-spike-prime-set-45678,2022-03-22
LEGO® Education SPIKE™ Essential-Set,LEGO® Education,45345,6+,449,2287,304.99,NA,NA,NA,/de-de/product/lego-education-spike-essential-set-45345,2022-03-22
Kleiner LEGO® Technic Hub,LEGO® Education,45609,6+,2,1575,209.99,NA,NA,NA,/de-de/product/lego-technic-small-hub-45609,2022-03-22
LEGO® Education BricQ Motion Essential-Set,LEGO® Education,45401,6+,523,900,119.99,NA,NA,NA,/de-de/product/lego-education-bricq-motion-essential-set-45401,2022-03-22
StoryTales,LEGO® Education,45005,3-6,109,1012,134.99,NA,NA,NA,/de-de/product/storytales-45005,2022-03-22
LEGO® Education BricQ Motion Prime-Set,LEGO® Education,45400,10+,564,900,119.99,NA,NA,NA,/de-de/product/lego-education-bricq-motion-prime-set-45400,2022-03-22
Nintendo Entertainment System™,LEGO® Super Mario™,71374,18+,2646,1725,229.99,"H: 10"" (23cm)","B: 10"" (24cm)","T: 7"" (16cm)",/de-de/product/nintendo-entertainment-system-71374,2022-03-22
Fragezeichen-Block aus Super Mario 64™,LEGO® Super Mario™,71395,18+,2064,1275,169.99,NA,NA,NA,/de-de/product/super-mario-64-question-mark-block-71395,2022-03-22
Abenteuer mit Luigi – Starterset,LEGO® Super Mario™,71387,6+,280,450,59.99,NA,NA,NA,/de-de/product/adventures-with-luigi-starter-course-71387,2022-03-22
Abenteuer mit Mario™ – Starterset,LEGO® Super Mario™,71360,6+,231,450,59.99,NA,NA,NA,/de-de/product/adventures-with-mario-starter-course-71360,2022-03-22
Toads Schatzsuche – Erweiterungsset,LEGO® Super Mario™,71368,8+,464,600,79.99,NA,NA,NA,/de-de/product/toad-s-treasure-hunt-expansion-set-71368,2022-03-22
Fallender Steinblock – Erweiterungsset,LEGO® Super Mario™,71376,8+,393,300,39.99,NA,NA,NA,/de-de/product/thwomp-drop-expansion-set-71376,2022-03-22
Pinguin-Mario Anzug,LEGO® Super Mario™,71384,6+,18,75,9.99,NA,NA,NA,/de-de/product/penguin-mario-power-up-pack-71384,2022-03-22
Tanuki-Mario Anzug,LEGO® Super Mario™,71385,NA,13,75,9.99,NA,NA,NA,/de-de/product/tanooki-mario-power-up-pack-71385,2022-03-22
Das ultimative Paket,LEGO® Super Mario™,5007062,10+,NA,2250,299.95,NA,NA,NA,/de-de/product/the-ultimate-bundle-5007062,2022-03-22
Luigi’s Mansion™ Madness Bundle,LEGO® Super Mario™,5007337,6+,NA,1537,204.96,NA,NA,NA,/de-de/product/luigi-s-mansion-madness-bundle-5007337,2022-03-22
The Beach Blast Bundle,LEGO® Super Mario™,5007338,6+,NA,1125,149.97,NA,NA,NA,/de-de/product/the-beach-blast-bundle-5007338,2022-03-22
Teamwork-Paket,LEGO® Super Mario™,5007060,10+,NA,900,119.98,NA,NA,NA,/de-de/product/the-team-up-bundle-5007060,2022-03-22
Bowsers Luftschiff – Erweiterungsset,LEGO® Super Mario™,71391,8+,1152,750,99.99,NA,NA,NA,/de-de/product/bowser-s-airship-expansion-set-71391,2022-03-22
Luigi’s Mansion™: Gruseliges Versteckspiel – Erweiterungsset,LEGO® Super Mario™,71401,8+,877,600,79.99,NA,NA,NA,/de-de/product/luigi-s-mansion-haunt-and-seek-expansion-set-71401,2022-03-22
Reznors Absturz – Erweiterungsset,LEGO® Super Mario™,71390,8+,862,525,69.99,NA,NA,NA,/de-de/product/reznor-knockdown-expansion-set-71390,2022-03-22
Maxi-Iglucks Strandausflug – Erweiterungsset,LEGO® Super Mario™,71400,7+,536,450,59.99,NA,NA,NA,/de-de/product/big-urchin-beach-ride-expansion-set-71400,2022-03-22
Lakitus Wolkenwelt – Erweiterungsset,LEGO® Super Mario™,71389,7+,484,300,39.99,NA,NA,NA,/de-de/product/lakitu-sky-world-expansion-set-71389,2022-03-22
Dorries Strandgrundstück – Erweiterungsset,LEGO® Super Mario™,71398,6+,229,225,29.99,NA,NA,NA,/de-de/product/dorrie-s-beachfront-expansion-set-71398,2022-03-22
Kippturm mit Sumo-Bruder-Boss – Erweiterungsset,LEGO® Super Mario™,71388,6+,231,225,29.99,NA,NA,NA,/de-de/product/boss-sumo-bro-topple-tower-expansion-set-71388,2022-03-22
Marios Haus und Yoshi – Erweiterungsset,LEGO® Super Mario™,71367,6+,205,225,29.99,NA,NA,NA,/de-de/product/mario-s-house-yoshi-expansion-set-71367,2022-03-22
Luigi’s Mansion™: Labor und Schreckweg – Erweiterungsset,LEGO® Super Mario™,71397,6+,179,187,24.99,NA,NA,NA,/de-de/product/luigi-s-mansion-lab-and-poltergust-expansion-set-71397,2022-03-22
Bienen-Mario Anzug,LEGO® Super Mario™,71393,6+,13,75,9.99,NA,NA,NA,/de-de/product/bee-mario-power-up-pack-71393,2022-03-22
Bowser Jr‘s Clown Kutsche – Erweiterungsset,LEGO® Super Mario™,71396,6+,84,75,9.99,NA,NA,NA,/de-de/product/bowser-jr-s-clown-car-expansion-set-71396,2022-03-22
Frosch-Mario Anzug,LEGO® Super Mario™,71392,6+,11,75,9.99,NA,NA,NA,/de-de/product/frog-mario-power-up-pack-71392,2022-03-22
Mario-Charaktere-Serie 4,LEGO® Super Mario™,71402,6+,29,30,3.99,NA,NA,NA,/de-de/product/character-packs-series-4-71402,2022-03-22
Pilz-Palast – Erweiterungsset,LEGO® Super Mario™,71408,8+,1216,975,129.99,NA,NA,NA,/de-de/product/peach-s-castle-expansion-set-71408,2022-03-22
Abenteuer mit Peach – Starterset,LEGO® Super Mario™,71403,6+,354,450,59.99,NA,NA,NA,/de-de/product/adventures-with-peach-starter-course-71403,2022-03-22
Maxi-Spikes Wolken-Challenge – Erweiterungsset,LEGO® Super Mario™,71409,7+,540,450,59.99,NA,NA,NA,/de-de/product/big-spike-s-cloudtop-challenge-expansion-set-71409,2022-03-22
Fuzzy-Flipper – Erweiterungsset,LEGO® Super Mario™,71405,6+,154,187,24.99,NA,NA,NA,/de-de/product/fuzzy-flippers-expansion-set-71405,2022-03-22
Gumbas Schuh – Erweiterungsset,LEGO® Super Mario™,71404,6+,76,75,9.99,NA,NA,NA,/de-de/product/goomba-s-shoe-expansion-set-71404,2022-03-22
Katzen-Peach-Anzug und Eisturm – Erweiterungsset,LEGO® Super Mario™,71407,7+,494,525,69.99,NA,NA,NA,/de-de/product/cat-peach-suit-and-frozen-tower-expansion-set-71407,2022-03-22
Yoshis Geschenkhaus – Erweiterungsset,LEGO® Super Mario™,71406,6+,246,225,29.99,NA,NA,NA,/de-de/product/yoshi-s-gift-house-expansion-set-71406,2022-03-22
Das kreative Paket,LEGO® Super Mario™,5007061,10+,NA,975,129.97,NA,NA,NA,/de-de/product/the-creative-bundle-5007061,2022-03-22
Thors Hammer,Marvel,76209,18+,979,900,119.99,NA,NA,NA,/de-de/product/thor-s-hammer-76209,2022-03-22
Das Schiff der Wächter,Marvel,76193,14+,1901,1125,149.99,NA,NA,NA,/de-de/product/the-guardians-ship-76193,2022-03-22
LEGO® Marvel: Aufstieg des Domo,Marvel,76156,8+,1040,750,99.99,NA,NA,NA,/de-de/product/lego-marvel-rise-of-the-domo-76156,2022-03-22
Avengers: Endgame – Letztes Duell,Marvel,76192,8+,527,675,89.99,NA,NA,NA,/de-de/product/avengers-endgame-final-battle-76192,2022-03-22
Angriff auf Spider-Mans Versteck,Spider-Man,76175,8+,466,600,79.99,NA,NA,NA,/de-de/product/attack-on-the-spider-lair-76175,2022-03-22
Infinity Handschuh,Marvel,76191,18+,590,600,79.99,"H: 13"" (31cm)","B: 6"" (13cm)","T: 5"" (11cm)",/de-de/product/infinity-gauntlet-76191,2022-03-22
LEGO® Marvel The Eternals: In Arishems Schatten,Marvel,76155,7+,493,525,69.99,NA,NA,NA,/de-de/product/lego-marvel-the-eternals-in-arishem-s-shadow-76155,2022-03-22
Carnage,Spider-Man,76199,18+,546,450,59.99,NA,NA,NA,/de-de/product/carnage-76199,2022-03-22
Venom,Spider-Man,76187,18+,565,450,59.99,NA,NA,NA,/de-de/product/venom-76187,2022-03-22
Spider-Mans Hauptquartier,Spider-Man,10784,4+,155,375,49.99,NA,NA,NA,/de-de/product/spider-man-webquarters-hangout-10784,2022-03-22
Iron Man Figur,Marvel,76206,9+,381,300,39.99,NA,NA,NA,/de-de/product/iron-man-figure-76206,2022-03-22
Iron Man und das Chaos durch Iron Monger,Marvel,76190,9+,479,300,39.99,NA,NA,NA,/de-de/product/iron-man-iron-monger-mayhem-76190,2022-03-22
Kräftemessen im antiken Dorf,Marvel,76177,8+,400,300,39.99,NA,NA,NA,/de-de/product/battle-at-the-ancient-village-76177,2022-03-22
Sanctuary II: Finales Duell,Marvel,76237,7+,322,300,39.99,NA,NA,NA,/de-de/product/sanctuary-ii-endgame-battle-76237,2022-03-22
Spider-Man in der Sanctum Werkstatt,Spider-Man,76185,7+,355,300,39.99,"H: 4"" (9cm)","B: 9"" (22cm)","T: 9"" (22cm)",/de-de/product/spider-man-at-the-sanctum-workshop-76185,2022-03-22
Tony Starks sakaarianischer Iron Man,Marvel,76194,8+,369,262,34.99,NA,NA,NA,/de-de/product/tony-stark-s-sakaarian-iron-man-76194,2022-03-22
Bro Thors neues Asgard,Marvel,76200,7+,265,225,29.99,"H: 4"" (8cm)","B: 5"" (12cm)","T: 5"" (12cm)",/de-de/product/bro-thor-s-new-asgard-76200,2022-03-22
Duell mit Gargantos,Marvel,76205,8+,264,225,29.99,NA,NA,NA,/de-de/product/gargantos-showdown-76205,2022-03-22
Flucht vor den zehn Ringen,Marvel,76176,7+,321,225,29.99,NA,NA,NA,/de-de/product/escape-from-the-ten-rings-76176,2022-03-22
Spider-Man in Doc Ocks Labor,Spider-Man,10783,4+,131,225,29.99,NA,NA,NA,/de-de/product/spider-man-at-doc-ock-s-lab-10783,2022-03-22
Black Panthers Libelle,Marvel,76186,8+,202,150,19.99,NA,NA,NA,/de-de/product/black-panther-dragon-flyer-76186,2022-03-22
Hulks und Rhinos Truck-Duell,Spider-Man,10782,4+,110,150,19.99,NA,NA,NA,/de-de/product/hulk-vs-rhino-truck-showdown-10782,2022-03-22
LEGO® Marvel: Hinterhalt des Deviants!,Marvel,76154,6+,197,150,19.99,NA,NA,NA,/de-de/product/lego-marvel-deviant-ambush-76154,2022-03-22
Mysterios Drohnenattacke auf Spider-Man,Spider-Man,76184,4+,73,150,19.99,"H: 2"" (4cm)","B: 4"" (9cm)","T: 2"" (5cm)",/de-de/product/spider-man-vs-mysterio-s-drone-attack-76184,2022-03-22
Spider-Mans Drohnenduell,Spider-Man,76195,7+,198,150,19.99,"H: 2"" (5cm)","B: 10"" (23cm)","T: 10"" (25cm)",/de-de/product/spider-man-s-drone-duel-76195,2022-03-22
Duell zwischen Captain America und Hydra,Marvel,76189,4+,49,75,9.99,NA,NA,NA,/de-de/product/captain-america-and-hydra-face-off-76189,2022-03-22
Luftangriff der Eternals,Marvel,76145,NA,133,75,9.99,NA,NA,NA,/de-de/product/eternals-aerial-assault-76145,2022-03-22
Miles Morales: Spider-Mans Techno-Trike,Spider-Man,10781,4+,59,75,9.99,NA,NA,NA,/de-de/product/miles-morales-spider-man-s-techno-trike-10781,2022-03-22
Das Ziegenboot,Marvel,76208,8+,564,375,49.99,NA,NA,NA,/de-de/product/the-goat-boat-76208,2022-03-22
Black Panther Mech,Marvel,76204,7+,125,75,9.99,NA,NA,NA,/de-de/product/black-panther-mech-armor-76204,2022-03-22
Iron Man Mech,Marvel,76203,7+,131,75,9.99,NA,NA,NA,/de-de/product/iron-man-mech-armor-76203,2022-03-22
Wolverine Mech,Marvel,76202,7+,142,75,9.99,NA,NA,NA,/de-de/product/wolverine-mech-armor-76202,2022-03-22
Carnage Schlüsselanhänger,Spider-Man,854154,6+,NA,37,4.99,NA,NA,NA,/de-de/product/carnage-keyring-854154,2022-03-22
Miles Morales Schlüsselanhänger,Spider-Man,854153,6+,NA,37,4.99,NA,NA,NA,/de-de/product/miles-morales-keyring-854153,2022-03-22
Daily Bugle,Marvel,76178,18+,3772,2250,299.99,"H: 33"" (82cm)","B: 11"" (27cm)","T: 11"" (27cm)",/de-de/product/daily-bugle-76178,2022-03-22
Mech-Duell zwischen Spider-Man & Doctor Octopus,Spider-Man,76198,7+,305,150,19.99,NA,NA,NA,/de-de/product/spider-man-doctor-octopus-mech-battle-76198,2022-03-22
Spider-Man vs. Venom und Iron Venom,Spider-Man,40454,6+,63,112,14.99,NA,NA,NA,/de-de/product/spider-man-versus-venom-and-iron-venom-40454,2022-03-22
Captain-Marvel-Schlüsselanhänger,Marvel,854064,6+,NA,37,4.99,NA,NA,NA,/de-de/product/captain-marvel-keyring-854064,2022-03-22
Schlüsselanhänger mit Spider-Ham,Spider-Man,854077,6+,NA,37,4.99,NA,NA,NA,/de-de/product/spider-ham-keyring-854077,2022-03-22
Schlüsselanhänger mit Thanos,Marvel,854078,6+,NA,37,4.99,NA,NA,NA,/de-de/product/thanos-keyring-854078,2022-03-22
Spider-Man Schlüsselanhänger,Marvel,853950,6+,NA,37,4.99,NA,NA,NA,/de-de/product/spider-man-keyring-853950,2022-03-22
Venom-Schlüsselanhänger,Marvel,854006,6+,NA,37,4.99,NA,NA,NA,/de-de/product/venom-keyring-854006,2022-03-22
Roboter-Erfinder,MINDSTORMS®,51515,10+,949,2700,359.99,NA,NA,NA,/de-de/product/robot-inventor-51515,2022-03-22
Das moderne Baumhaus,Minecraft®,21174,9+,909,900,119.99,NA,NA,NA,/de-de/product/the-modern-treehouse-21174,2022-03-22
Die Crafting-Box 3.0,Minecraft®,21161,8+,564,600,79.99,NA,NA,NA,/de-de/product/the-crafting-box-3-0-21161,2022-03-22
Der Illager-Überfall,Minecraft®,21160,8+,562,525,69.99,NA,NA,NA,/de-de/product/the-illager-raid-21160,2022-03-22
Das Trainingsgelände,Minecraft®,21183,8+,534,450,59.99,NA,NA,NA,/de-de/product/the-training-grounds-21183,2022-03-22
Das erste Abenteuer,Minecraft®,21169,8+,542,450,59.99,NA,NA,NA,/de-de/product/the-first-adventure-21169,2022-03-22
Der Himmelsturm,Minecraft®,21173,8+,565,450,59.99,NA,NA,NA,/de-de/product/the-sky-tower-21173,2022-03-22
Das Schweinehaus,Minecraft®,21170,8+,490,375,49.99,NA,NA,NA,/de-de/product/the-pig-house-21170,2022-03-22
Das zerstörte Portal,Minecraft®,21172,8+,316,225,29.99,NA,NA,NA,/de-de/product/the-ruined-portal-21172,2022-03-22
Der Wirrwald,Minecraft®,21168,8+,287,225,29.99,NA,NA,NA,/de-de/product/the-warped-forest-21168,2022-03-22
Die Kaninchenranch,Minecraft®,21181,8+,340,225,29.99,NA,NA,NA,/de-de/product/the-rabbit-ranch-21181,2022-03-22
Das Wächterduell,Minecraft®,21180,8+,255,172,22.99,NA,NA,NA,/de-de/product/the-guardian-battle-21180,2022-03-22
Der Handelsplatz,Minecraft®,21167,8+,201,172,22.99,NA,NA,NA,/de-de/product/the-trading-post-21167,2022-03-22
Die verlassene Mine,Minecraft®,21166,7+,248,172,22.99,NA,NA,NA,/de-de/product/the-abandoned-mine-21166,2022-03-22
Das Pilzhaus,Minecraft®,21179,8+,272,150,19.99,NA,NA,NA,/de-de/product/the-mushroom-house-21179,2022-03-22
Der Pferdestall,Minecraft®,21171,8+,241,150,19.99,NA,NA,NA,/de-de/product/the-horse-stable-21171,2022-03-22
Die Bienenfarm,Minecraft®,21165,8+,238,150,19.99,NA,NA,NA,/de-de/product/the-bee-farm-21165,2022-03-22
Die Fuchs-Lodge,Minecraft®,21178,8+,193,150,19.99,NA,NA,NA,/de-de/product/the-fox-lodge-21178,2022-03-22
Das Korallenriff,Minecraft®,21164,7+,92,75,9.99,NA,NA,NA,/de-de/product/the-coral-reef-21164,2022-03-22
Der Hinterhalt des Creeper™,Minecraft®,21177,7+,72,75,9.99,NA,NA,NA,/de-de/product/the-creeper-ambush-21177,2022-03-22
Der Panda-Kindergarten,Minecraft®,21158,7+,204,150,19.99,NA,NA,NA,/de-de/product/the-panda-nursery-21158,2022-03-22
Die Creeper™ Mine,Minecraft®,21155,8+,834,600,79.99,NA,NA,NA,/de-de/product/the-creeper-mine-21155,2022-03-22
LEGO® Minifiguren Serie 22,Minifiguren,71032,5+,9,30,3.99,NA,NA,NA,/de-de/product/series-22-71032,2022-03-22
Kung-Fu-Training der Minions,Minions,40511,6+,54,112,14.99,NA,NA,NA,/de-de/product/minions-kung-fu-training-40511,2022-03-22
Jahrmarkt-Minifiguren-Zubehörset,Minifiguren,40373,6+,51,97,12.99,NA,NA,NA,/de-de/product/fairground-mf-acc-set-40373,2022-03-22
LEGO® Movie 2 Zubehörset 19,Minifiguren,853865,6+,48,58,12.99,NA,NA,NA,/de-de/product/tlm2-accessory-set-2019-853865,2022-03-22
A Visual History,Minifiguren,5007027,6+,NA,375,49.95,NA,NA,NA,/de-de/product/a-visual-history-5007027,2022-03-22
LEGO® Schaukasten für 16 Minifiguren,Minifiguren,5005375,3+,NA,247,32.99,NA,NA,NA,/de-de/product/lego-minifigure-display-case-16-5005375,2022-03-22
Schaukasten für 8 Minifiguren in Rot,Minifiguren,5006151,5+,NA,150,19.99,NA,NA,NA,/de-de/product/8-minifigure-display-case-red-5006151,2022-03-22
Schaukasten für Minifiguren,Minifiguren,5006152,5+,NA,150,19.99,NA,NA,NA,/de-de/product/display-case-8-black-5006152,2022-03-22
LEGO® Minifigur-Karten: 20 Grußkarten mit Kuverts,Minifiguren,5007178,6+,NA,120,15.99,NA,NA,NA,/de-de/product/lego-minifigure-notes-20-notecards-and-envelopes-5007178,2022-03-22
Small Parts: The Secret Life of Minifigures,Minifiguren,5007179,6+,NA,97,12.99,NA,NA,NA,/de-de/product/small-parts-the-secret-life-of-minifigures-5007179,2022-03-22
Schlüsselanhänger mit Bulldoggen-Mann,Minifiguren,854158,6+,NA,37,4.99,NA,NA,NA,/de-de/product/french-bull-dog-guy-keyring-854158,2022-03-22
Schlüsselanhänger mit Marienkäfer-Mädchen,Minifiguren,854157,6+,NA,37,4.99,NA,NA,NA,/de-de/product/lady-bug-girl-keyring-854157,2022-03-22
Minifiguren-Belight-Rucksack,Minifiguren,5005918,5+,NA,202,44.99,NA,NA,NA,/de-de/product/minifigure-belight-backpack-5005918,2022-03-22
Puzzle – Minifigur-Gesichter,Minifiguren,5007070,10+,NA,NA,17.99,NA,NA,NA,/de-de/product/minifigure-faces-1-000-piece-puzzle-5007070,2022-03-22
Minions-Figuren Bauset mit Versteck,Minions,75551,8+,876,375,49.99,NA,NA,NA,/de-de/product/brick-built-minions-and-their-lair-75551,2022-03-22
Minions Kung Fu Tempel,Minions,75550,6+,310,300,39.99,NA,NA,NA,/de-de/product/minions-kung-fu-battle-75550,2022-03-22
Minions Flugzeug,Minions,75547,4+,119,262,34.99,NA,NA,NA,/de-de/product/minion-pilot-in-training-75547,2022-03-22
"Belle Bottom, Kevin & Bob",BrickHeadz,40421,10+,309,90,19.99,NA,NA,NA,/de-de/product/belle-bottom-kevin-and-bob-40421,2022-03-22
Minions in Grus Labor,Minions,75546,4+,87,150,19.99,NA,NA,NA,/de-de/product/minions-in-gru-s-lab-75546,2022-03-22
Otto-Schlüsselanhänger,Minions,854043,6+,NA,37,4.99,NA,NA,NA,/de-de/product/otto-keyring-854043,2022-03-22
Stuart-Schlüsselanhänger,Minions,854071,6+,NA,37,4.99,NA,NA,NA,/de-de/product/stuart-keyring-854071,2022-03-22
Monkie Kids geheime Teambasis,Monkie Kid™,80013,10+,1959,1275,169.99,NA,NA,NA,/de-de/product/monkie-kid-s-team-secret-hq-80013,2022-03-22
Monkey King Mech,Monkie Kid™,80012,10+,1629,975,129.99,NA,NA,NA,/de-de/product/monkey-king-warrior-mech-80012,2022-03-22
Monkie Kids Wolken-Jet,Monkie Kid™,80008,8+,529,NA,49.99,NA,NA,NA,/de-de/product/monkie-kid-s-cloud-jet-80008,2022-03-22
Der legendäre Berg der Blumen und Früchte,Monkie Kid™,80024,10+,1949,1275,169.99,NA,NA,NA,/de-de/product/the-legendary-flower-fruit-mountain-80024,2022-03-22
Monkie Kids Hubschrauberdrohne,Monkie Kid™,80023,10+,1462,975,129.99,NA,NA,NA,/de-de/product/monkie-kid-s-team-dronecopter-80023,2022-03-22
Bone Demon,Monkie Kid™,80028,9+,1375,750,99.99,"H: 16"" (40cm)","B: 12"" (29cm)","T: 7"" (16cm)",/de-de/product/the-bone-demon-80028,2022-03-22
